,e68,dx,dy,r,m1,m2
185,-0.44319063,-0.36795402,-0.14779496,0.3965268,0.25202775,1.2992053
186,-0.20589304,-0.58473635,0.112413645,0.5954439,0.25202775,2.4010668
187,0.026518444,0.9219184,-0.16714811,0.93694824,0.25202775,0.7192739
188,-1.376222,2.1843805,1.7713999,2.8123612,1.2992053,1.1053499
189,0.43763474,0.36795402,0.14779496,0.3965268,1.2992053,0.25202775
190,-0.037385657,-0.21678233,0.2602086,0.33867848,1.2992053,2.4010668
191,-0.18437468,1.2898724,-0.019353151,1.2900176,1.2992053,0.7192739
192,-1.3954024,2.4011629,1.5111912,2.8371258,2.4010668,1.1053499
193,0.20757766,0.58473635,-0.112413645,0.5954439,2.4010668,0.25202775
194,0.03892356,0.21678233,-0.2602086,0.33867848,2.4010668,1.2992053
195,-0.28551525,1.5066547,-0.27956176,1.5323718,2.4010668,0.7192739
196,-0.67882794,0.8945082,1.790753,2.0017345,0.7192739,1.1053499
197,-0.02765015,-0.9219184,0.16714811,0.93694824,0.7192739,0.25202775
198,0.18533927,-1.2898724,0.019353151,1.2900176,0.7192739,1.2992053
199,0.2865515,-1.5066547,0.27956176,1.5323718,0.7192739,2.4010668
200,0.07734814,0.20734155,-0.21705642,0.3001733,1.963362,1.9471645
201,-0.0029137917,0.46984267,-0.6537625,0.8050823,1.963362,0.7417685
202,0.01850108,-0.89815044,1.1539696,1.4622996,1.963362,5.543755
203,0.008803735,0.46373534,0.8597388,0.9768323,1.963362,2.4276671
204,-0.08217984,-0.20734155,0.21705642,0.3001733,1.9471645,1.963362
205,-0.030024245,0.26250112,-0.43670613,0.5095283,1.9471645,0.7417685
206,0.030600403,-1.105492,1.3710262,1.7612,1.9471645,5.543755
207,-0.0723156,0.2563938,1.0767952,1.1068991,1.9471645,2.4276671
208,-0.00023786817,-0.46984267,0.6537625,0.8050823,0.7417685,1.963362
209,0.032333508,-0.26250112,0.43670613,0.5095283,0.7417685,1.9471645
210,0.038213216,-1.3679931,1.8077322,2.2670026,0.7417685,5.543755
211,-0.22944155,-0.0061073303,1.5135014,1.5135137,0.7417685,2.4276671
212,-0.016291682,0.89815044,-1.1539696,1.4622996,5.543755,1.963362
213,-0.037235092,1.105492,-1.3710262,1.7612,5.543755,1.9471645
214,-0.018409114,1.3679931,-1.8077322,2.2670026,5.543755,0.7417685
215,-0.20632261,1.3618858,-0.29423088,1.3933071,5.543755,2.4276671
216,-0.012965697,-0.46373534,-0.8597388,0.9768323,2.4276671,1.963362
217,0.06655143,-0.2563938,-1.0767952,1.1068991,2.4276671,1.9471645
218,0.23525502,0.0061073303,-1.5135014,1.5135137,2.4276671,0.7417685
219,0.20979337,-1.3618858,0.29423088,1.3933071,2.4276671,5.543755
220,1.4225868,-0.04151392,-4.061036,4.0612483,0.91513383,0.7152464
221,-0.036477335,0.9387188,-1.0215322,1.3873432,0.91513383,0.5241416
222,1.1617441,-1.9821229,-1.5090064,2.4911668,0.91513383,4.745533
223,0.7321623,-1.5564928,-1.156328,1.9390111,0.91513383,0.42257014
224,-1.3637862,0.04151392,4.061036,4.0612483,0.7152464,0.91513383
225,-1.3401453,0.9802327,3.039504,3.1936564,0.7152464,0.5241416
226,0.0708352,-1.940609,2.5520298,3.20606,0.7152464,4.745533
227,-0.22582817,-1.5149789,2.9047084,3.2760482,0.7152464,0.42257014
228,0.036122225,-0.9387188,1.0215322,1.3873432,0.5241416,0.91513383
229,1.373909,-0.9802327,-3.039504,3.1936564,0.5241416,0.7152464
230,1.3666004,-2.9208417,-0.4874742,2.9612408,0.5241416,4.745533
231,0.9840696,-2.4952116,-0.13479578,2.4988499,0.5241416,0.42257014
232,-1.1303934,1.9821229,1.5090064,2.4911668,4.745533,0.91513383
233,-0.038864978,1.940609,-2.5520298,3.20606,4.745533,0.7152464
234,-1.3293962,2.9208417,0.4874742,2.9612408,4.745533,0.5241416
235,0.33377224,0.4256301,0.35267842,0.55275947,4.745533,0.42257014
236,-0.71992385,1.5564928,1.156328,1.9390111,0.42257014,0.91513383
237,0.2620418,1.5149789,-2.9047084,3.2760482,0.42257014,0.7152464
238,-0.9640583,2.4952116,0.13479578,2.4988499,0.42257014,0.5241416
239,-0.33312884,-0.4256301,-0.35267842,0.55275947,0.42257014,4.745533
240,0.52272487,-2.0985649,0.9077456,2.2864769,0.5861846,2.4545918
241,0.95149505,-2.535517,0.0830667,2.5368774,0.5861846,1.166231
242,0.8554913,-2.7467039,0.9813473,2.916749,0.5861846,1.1182036
243,0.9693177,-2.5617864,0.076162815,2.5629184,0.5861846,1.3484592
244,-0.50110465,2.0985649,-0.9077456,2.2864769,2.4545918,0.5861846
245,-0.043222733,-0.4369521,-0.8246789,0.93328583,2.4545918,1.166231
246,-0.19140789,-0.648139,0.07360172,0.65230465,2.4545918,1.1182036
247,-0.030056821,-0.46322152,-0.8315828,0.951895,2.4545918,1.3484592
248,-0.9305184,2.535517,-0.0830667,2.5368774,1.166231,0.5861846
249,0.03811682,0.4369521,0.8246789,0.93328583,1.166231,2.4545918
250,0.017149668,-0.21118689,0.8982806,0.9227719,1.166231,1.1182036
251,-0.6577173,-0.026269414,-0.006903887,0.027161475,1.166231,1.3484592
252,-0.82512903,2.7467039,-0.9813473,2.916749,1.1182036,0.5861846
253,0.19136295,0.648139,-0.07360172,0.65230465,1.1182036,2.4545918
254,-0.018841421,0.21118689,-0.8982806,0.9227719,1.1182036,1.166231
255,-0.021265633,0.18491748,-0.9051845,0.92387956,1.1182036,1.3484592
256,-0.94835424,2.5617864,-0.076162815,2.5629184,1.3484592,0.5861846
257,0.024428595,0.46322152,0.8315828,0.951895,1.3484592,2.4545918
258,0.7153756,0.026269414,0.006903887,0.027161475,1.3484592,1.166231
259,0.018865582,-0.18491748,0.9051845,0.92387956,1.3484592,1.1182036
260,-0.32493663,1.6682236,-0.6632442,1.7952334,3.2675312,0.21152598
261,-0.032544494,-0.030094147,1.0662928,1.0667174,3.2675312,1.6106896
262,-0.1979352,0.23899508,1.324635,1.3460225,3.2675312,0.38836706
263,-0.6477697,1.0175502,1.620189,1.9132226,3.2675312,3.3356476
264,0.3392502,-1.6682236,0.6632442,1.7952334,0.21152598,3.2675312
265,0.17418572,-1.6983178,1.7295369,2.4239597,0.21152598,1.6106896
266,0.01458963,-1.4292285,1.9878793,2.4483378,0.21152598,0.38836706
267,-0.34506118,-0.6506734,2.283433,2.3743298,0.21152598,3.3356476
268,0.03360887,0.030094147,-1.0662928,1.0667174,1.6106896,3.2675312
