,e62,dx,dy,r,m1,m2
126,9.403845e-06,0.32665336,0.5952247,0.678966,1.5454042,1.6425202
127,9.403845e-06,0.28073236,-0.95826423,0.99853945,1.5454042,0.56675494
128,9.403845e-06,1.4744556,-0.2917513,1.5030429,0.35976517,2.6446233
129,9.403845e-06,-0.6658881,-0.5087877,0.83801657,0.35976517,1.5454042
130,9.403845e-06,-0.3392347,0.08643699,0.3500736,0.35976517,1.6425202
131,9.403845e-06,-0.3851557,-1.467052,1.5167685,0.35976517,0.56675494
132,9.403845e-06,1.8136903,-0.37818828,1.8527005,1.6425202,2.6446233
133,9.403845e-06,-0.32665336,-0.5952247,0.678966,1.6425202,1.5454042
134,9.403845e-06,0.3392347,-0.08643699,0.3500736,1.6425202,0.35976517
135,9.403845e-06,-0.045921013,-1.553489,1.5541675,1.6425202,0.56675494
136,0.10683698,1.8596113,1.1753006,2.199883,0.56675494,2.6446233
137,9.403845e-06,-0.28073236,0.95826423,0.99853945,0.56675494,1.5454042
138,9.403845e-06,0.3851557,1.467052,1.5167685,0.56675494,0.35976517
139,9.403845e-06,0.045921013,1.553489,1.5541675,0.56675494,1.6425202
140,9.403845e-06,-0.14107513,1.6202927,1.6264226,2.664156,0.7641744
141,9.403845e-06,-1.2449584,0.33993912,1.2905347,2.664156,0.58858967
142,9.403845e-06,-0.4321413,1.9108291,1.959085,2.664156,0.96150064
143,1.4455951,-2.115291,2.2097611,3.059003,2.664156,14.05433
144,9.403845e-06,0.14107513,-1.6202927,1.6264226,0.7641744,2.664156
145,9.403845e-06,-1.1038833,-1.2803535,1.6905216,0.7641744,0.58858967
146,9.403845e-06,-0.29106617,0.2905364,0.4112553,0.7641744,0.96150064
147,0.6154737,-1.974216,0.5894685,2.0603402,0.7641744,14.05433
148,9.403845e-06,1.2449584,-0.33993912,1.2905347,0.58858967,2.664156
149,9.403845e-06,1.1038833,1.2803535,1.6905216,0.58858967,0.7641744
150,9.403845e-06,0.8128171,1.57089,1.768719,0.58858967,0.96150064
151,0.7003854,-0.8703327,1.869822,2.0624533,0.58858967,14.05433
152,9.403845e-06,0.4321413,-1.9108291,1.959085,0.96150064,2.664156
153,9.403845e-06,0.29106617,-0.2905364,0.4112553,0.96150064,0.7641744
154,9.403845e-06,-0.8128171,-1.57089,1.768719,0.96150064,0.58858967
155,9.403845e-06,-1.6831498,0.29893208,1.7094893,0.96150064,14.05433
156,-0.001116742,2.115291,-2.2097611,3.059003,14.05433,2.664156
157,-0.05271889,1.974216,-0.5894685,2.0603402,14.05433,0.7641744
158,0.04072251,0.8703327,-1.869822,2.0624533,14.05433,0.58858967
159,-1.4407194e-05,1.6831498,-0.29893208,1.7094893,14.05433,0.96150064
160,0.43432796,-3.4749973,-1.3391874,3.7241144,3.4990282,0.13921943
161,9.403845e-06,-1.3206453,0.33030832,1.3613257,3.4990282,0.6206419
162,0.505823,-1.9888153,0.4074056,2.0301147,3.4990282,1.457681
163,9.403845e-06,-1.1124172,-1.1317768,1.5869439,3.4990282,2.5952458
164,0.14670016,3.4749973,1.3391874,3.7241144,0.13921943,3.4990282
165,0.22796085,2.154352,1.6694957,2.725518,0.13921943,0.6206419
166,0.2751623,1.486182,1.746593,2.2933216,0.13921943,1.457681
167,-0.064432785,2.36258,0.20741057,2.371667,0.13921943,2.5952458
168,9.403845e-06,1.3206453,-0.33030832,1.3613257,0.6206419,3.4990282
169,0.090225935,-2.154352,-1.6694957,2.725518,0.6206419,0.13921943
170,9.403845e-06,-0.66817,0.0770973,0.67260325,0.6206419,1.457681
171,9.403845e-06,0.20822811,-1.4620851,1.4768385,0.6206419,2.5952458
172,-0.05586002,1.9888153,-0.4074056,2.0301147,1.457681,3.4990282
173,-0.027438022,-1.486182,-1.746593,2.2933216,1.457681,0.13921943
174,9.403845e-06,0.66817,-0.0770973,0.67260325,1.457681,0.6206419
175,9.403845e-06,0.8763981,-1.5391824,1.7712018,1.457681,2.5952458
176,9.403845e-06,1.1124172,1.1317768,1.5869439,2.5952458,3.4990282
177,0.45252025,-2.36258,-0.20741057,2.371667,2.5952458,0.13921943
178,9.403845e-06,-0.20822811,1.4620851,1.4768385,2.5952458,0.6206419
179,9.403845e-06,-0.8763981,1.5391824,1.7712018,2.5952458,1.457681
180,9.403845e-06,-0.8681165,1.4900855,1.7245234,1.1053499,0.25202775
181,0.61515456,-2.1442342,0.4067142,2.1824658,1.1053499,1.2992053
182,0.7813789,-3.0081878,-0.067101955,3.008936,1.1053499,2.4010668
183,9.403845e-06,-0.33513588,0.58484435,0.67406154,1.1053499,0.7192739
184,9.403845e-06,0.8681165,-1.4900855,1.7245234,0.25202775,1.1053499
185,9.403845e-06,-1.2761178,-1.0833713,1.6739683,0.25202775,1.2992053
186,0.10073396,-2.1400714,-1.5571874,2.6466467,0.25202775,2.4010668
187,9.403845e-06,0.5329806,-0.90524113,1.0504904,0.25202775,0.7192739
188,-0.062231217,2.1442342,-0.4067142,2.1824658,1.2992053,1.1053499
189,9.403845e-06,1.2761178,1.0833713,1.6739683,1.2992053,0.25202775
190,9.403845e-06,-0.8639536,-0.47381616,0.98535144,1.2992053,2.4010668
191,9.403845e-06,1.8090985,0.17813015,1.817847,1.2992053,0.7192739
192,-0.08188932,3.0081878,0.067101955,3.008936,2.4010668,1.1053499
193,0.17667596,2.1400714,1.5571874,2.6466467,2.4010668,0.25202775
194,9.403845e-06,0.8639536,0.47381616,0.98535144,2.4010668,1.2992053
195,-0.029548313,2.673052,0.6519463,2.7514071,2.4010668,0.7192739
196,9.403845e-06,0.33513588,-0.58484435,0.67406154,0.7192739,1.1053499
197,9.403845e-06,-0.5329806,0.90524113,1.0504904,0.7192739,0.25202775
198,9.403845e-06,-1.8090985,-0.17813015,1.817847,0.7192739,1.2992053
199,0.38368496,-2.673052,-0.6519463,2.7514071,0.7192739,2.4010668
200,9.403845e-06,1.1905619,-0.4131897,1.2602235,1.963362,1.9471645
201,9.403845e-06,1.1002387,0.14823768,1.11018,1.963362,0.7417685
